ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
149;T001628;A025343;2020JJ00;1255.3;220.9;315.1;105.3;61.4;0.74;2.15;3.62;47.6;488.1;236.4;217.3;140.6;125.3;47.6;494.1;613.3;100.3;47.6;534.4;597.2;76.1
150;T001628;A025351;2006JJ00;1588.3;118.2;294.7;;;0.35;;;178.7;1104.9;78;61.8;53.4;111.4;;;;;;;;
151;T001628;A025351;2007JJ00;1637.5;126.2;313;;;0.36;;;182.4;1136.9;84.8;69.8;60.8;102.8;;;;;;;;
152;T001628;A025351;2008JJ00;1689.3;134.9;325.7;;;0.37;;;187.7;1156.4;93.8;78.7;67.4;105.3;;;;;;;;
153;T001628;A025351;2009JJ00;1761.9;139.6;323.1;;;0.39;;;233.1;1125.5;104.6;87.6;75;136.1;;;;;;;;
154;T001628;A025351;2010JJ00;1797.6;145.3;302;;;0.44;;;235.7;1056.5;117.6;98.8;85.1;203.8;;;;;;;;
155;T001628;A025351;2011JJ00;1831.9;151.3;303.1;92.3;52.5;0.46;1.47;2.54;223;1062.4;127.1;108.6;94.1;216.7;223;946.6;491.3;171;223;959.1;497.4;152.3
156;T001628;A025351;2012JJ00;1846.5;158;288.5;94.1;52.7;0.52;1.53;2.69;207.6;994.1;135.1;118.9;104.7;286.1;207.6;947;510.6;181.3;207.6;942.8;530.3;165.8
157;T001628;A025351;2013JJ00;1862.6;161.6;259;95.9;53.4;0.6;1.55;2.75;202.5;871;135.6;124.9;112.4;416.2;202.5;951.4;522.4;186.2;202.5;943.2;547.6;169.3
158;T001628;A025351;2014JJ00;1883.5;162.4;257.2;101.2;57.2;0.62;1.53;2.69;215.8;844.5;138.1;128.6;118.5;438;215.8;966.5;525.8;175.4;215.8;965.3;549.4;153.1
159;T001628;A025351;2015JJ00;1908.6;162.5;262.5;98.5;56;0.61;1.56;2.69;235.8;845.6;141.3;133.5;124.3;428;235.8;950.1;542;180.7;235.8;964.2;554.8;153.8
160;T001628;A025351;2016JJ00;1932.8;165.2;272;101.9;58.7;0.61;1.55;2.66;230.1;877;148.6;141.4;135.9;399.8;230.1;981.6;550.2;170.8;230.1;1007.7;555.5;139.5
161;T001628;A025351;2017JJ00;1952.9;167.4;289.2;107.5;61.3;0.59;1.52;2.64;232.2;927.4;159.9;153.5;148.8;331.1;232.2;1018.1;548.4;154.1;232.2;1034.5;559.3;127
162;T001628;A025351;2018JJ00;1964.6;170.6;311.8;110.4;63;0.56;1.51;2.63;233.9;994.6;174.2;167.6;144.5;249.8;233.9;1040.3;545.1;145.2;233.9;1052.9;558.1;119.7
163;T001628;A025351;2019JJ00;1970.9;173.9;338.5;119.5;69.1;0.53;1.46;2.53;231.4;1091.8;188.8;166.2;121.4;171.4;231.4;1086.8;521.3;131.5;231.4;1104.3;529;106.3
164;T001628;A025351;2020JJ00;1962.6;175.4;361.7;121.5;70.5;0.5;1.44;2.48;230.4;1171;190.8;150.5;96.8;123.1;230.4;1098.4;502.9;130.9;230.4;1126.2;502.5;103.5
165;T001628;A025359;2006JJ00;620.7;40.8;303.3;;;0.03;;;288.6;311.9;6.2;4.3;3.1;6.6;;;;;;;;
166;T001628;A025359;2007JJ00;650.8;44.2;320.8;;;0.04;;;298.2;331.7;6.7;4.7;3.3;6.3;;;;;;;;
167;T001628;A025359;2008JJ00;683.7;47.6;334.3;;;0.05;;;309.9;351.3;7.5;5.3;3.6;6.2;;;;;;;;
168;T001628;A025359;2009JJ00;752.8;48.3;330.3;;;0.03;;;360.4;364.9;8.9;6.2;4.3;8.1;;;;;;;;
169;T001628;A025359;2010JJ00;794.4;51.3;310.2;;;0.04;;;373.2;382.8;12.2;8.4;5.9;11.9;;;;;;;;
170;T001628;A025359;2011JJ00;812.1;56.3;308.4;49.5;37.4;0.08;0.49;0.62;352.7;416.4;14.3;9.7;6.5;12.4;352.7;269.1;129.8;60.5;352.7;338.8;93.7;26.9
171;T001628;A025359;2012JJ00;870.7;60.3;293.6;50.9;38.6;0.1;0.59;0.74;364.3;446;19.5;13.1;9.3;18.4;364.3;289;147.4;69.9;364.3;367.3;108.3;30.7
172;T001628;A025359;2013JJ00;925.6;63.1;263.4;51.4;38.4;0.13;0.66;0.84;376.5;457.9;26.5;19.1;13.8;31.8;376.5;308.5;163.3;77.3;376.5;392.4;123;33.7
173;T001628;A025359;2014JJ00;978;64.6;261.6;54.3;40.7;0.13;0.67;0.85;396.7;477.8;29.9;21.7;15.7;36.2;396.7;325.9;175.3;80.2;396.7;416.7;131.1;33.6
174;T001628;A025359;2015JJ00;1023.3;65;266.7;52.5;39.2;0.12;0.64;0.81;427.5;488.6;31.5;22.8;16.4;36.4;427.5;325.2;184.4;86.3;427.5;419.5;139.7;36.6
175;T001628;A025359;2016JJ00;1068;67.1;275.4;53.9;40.2;0.13;0.68;0.87;434.9;523.2;32.9;24;17.4;35.6;434.9;346.5;198.1;88.5;434.9;446.3;149.9;36.9
176;T001628;A025359;2017JJ00;1109.7;68.6;291;57.6;42;0.13;0.7;0.9;445.1;559.1;33.3;24.1;17.1;30.9;445.1;366.2;210.2;88;445.1;471.2;157.3;36.1
177;T001628;A025359;2018JJ00;1151.8;70.2;311.1;56.7;41.9;0.13;0.73;0.93;457.2;597.9;33.1;23;15.5;25.3;457.2;380.4;223.1;91.2;457.2;491.2;166;37.5
178;T001628;A025359;2019JJ00;1196.1;72.1;334.9;61;45.4;0.13;0.73;0.93;468.1;644.1;31.3;20.3;12.2;20;468.1;406.5;231.6;89.9;468.1;524.8;167.5;35.7
179;T001628;A025359;2020JJ00;1234;72.8;355;61.7;46;0.12;0.72;0.92;479;682.2;29;17.4;10;16.4;479;424.2;239.5;91.3;479;548.4;170.3;36.3
180;T001628;A025342;2006JJ00;560.7;178.6;207.2;;;0.94;;;18.7;112.4;49.4;67.5;98.5;214.1;;;;;;;;
181;T001628;A025342;2007JJ00;553.5;189.8;218.9;;;0.93;;;14.6;97.5;50.7;79.4;119.4;192;;;;;;;;
182;T001628;A025342;2008JJ00;549.8;198.7;226.3;;;0.94;;;13.3;85.1;49.2;81.7;127.7;192.7;;;;;;;;
183;T001628;A025342;2009JJ00;553.1;203.9;222.3;;;0.99;;;20.1;64.5;38.9;65;105.6;258.9;;;;;;;;
184;T001628;A025342;2010JJ00;544.8;204.9;205.4;;;1.08;;;20.1;42.1;25;41.3;67.5;348.9;;;;;;;;
185;T001628;A025342;2011JJ00;543.9;201.9;208.3;70.9;40;1.07;2.96;5.2;29.7;41.8;24.4;41.7;67.7;338.6;29.7;72.2;332.9;109;29.7;67.5;349.5;97.2
186;T001628;A025342;2012JJ00;530.8;205.7;197.9;71.6;40.1;1.12;2.95;5.22;19.5;32;18.7;32.1;51.7;376.7;19.5;73;334.1;104.2;19.5;64.9;354.1;92.3
187;T001628;A025342;2013JJ00;519.7;202.7;177.7;72.4;40.9;1.22;2.88;5.05;16.5;23.3;12.5;19.5;31.7;416.2;16.5;77.5;333.6;92.1;16.5;71.1;356.3;75.8
188;T001628;A025342;2014JJ00;502;195.4;177.3;74.4;42.7;1.18;2.74;4.73;19.3;25.8;14;22.1;35.2;385.6;19.3;88.6;321;73.2;19.3;86.3;342.2;54.3
189;T001628;A025342;2015JJ00;494.7;187.9;183.5;74.6;43.7;1.1;2.64;4.47;22.2;37.1;19.3;30.1;47.6;338.4;22.2;99;312.6;61;22.2;105.2;325.4;41.9
190;T001628;A025342;2016JJ00;490.9;186.4;193.7;77.5;46.1;1.02;2.51;4.18;19.9;47.9;26.7;43.1;79.3;274.1;19.9;116.5;304.6;50;19.9;132.5;305.9;32.6
191;T001628;A025342;2017JJ00;491.9;186.2;211.5;80.7;47.6;0.94;2.4;4.03;20.6;65.7;41.5;69.5;123.8;170.8;20.6;133.8;296.1;41.3;20.6;148.9;293.5;28.9
192;T001628;A025342;2018JJ00;499.1;188.5;233.6;84.8;49.7;0.87;2.31;3.89;22;95.6;65.6;108.5;109.6;97.7;22;154.5;285.7;36.8;22;169.1;280.9;27.1
193;T001628;A025342;2019JJ00;499.1;193.1;257.8;89.9;52.7;0.79;2.21;3.73;20.6;141.8;94;110.8;73.6;58.3;20.6;177.5;266.3;34.6;20.6;193.9;258.3;26.3
194;T001628;A025342;2020JJ00;496.5;198.2;278.3;93.8;55.2;0.75;2.16;3.62;20.6;182.8;98.9;90.7;57.7;45.7;20.6;189.1;251.4;35.4;20.6;209.9;239.2;26.8
195;T001628;A025347;2006JJ00;956.8;170.4;264.6;;;0.65;;;41.6;487;87.4;82.8;84.6;173.4;;;;;;;;
196;T001628;A025347;2007JJ00;962.5;184.4;281.2;;;0.67;;;36.7;471;95.9;98.2;100.6;160.1;;;;;;;;
197;T001628;A025347;2008JJ00;972.9;197.9;292.9;;;0.7;;;34.5;447.6;104;109.9;111.8;165.1;;;;;;;;
198;T001628;A025347;2009JJ00;977.6;206.2;290.2;;;0.75;;;50;384.8;102.4;110.6;115.4;214.4;;;;;;;;
199;T001628;A025347;2010JJ00;958.9;213.4;270.7;;;0.85;;;47.4;297.2;90.3;101.1;109.9;313.1;;;;;;;;
200;T001628;A025347;2011JJ00;933.7;218.5;273.4;87.3;49.1;0.86;2.52;4.43;46.2;267.7;88.4;102.5;113.9;315.1;46.2;269.2;463.2;155.1;46.2;264.2;482.8;140.5
201;T001628;A025347;2012JJ00;912.9;226.1;259.1;88.7;49.3;0.94;2.56;4.56;34.9;210.7;75.7;89.8;106.2;395.6;34.9;255.9;466.5;155.6;34.9;241.5;492.6;143.9
202;T001628;A025347;2013JJ00;887.8;228.4;231.3;89.9;49.9;1.07;2.56;4.54;30.2;145.4;54.3;66.4;80.5;510.9;30.2;246.1;463.4;148.1;30.2;231.2;493.7;132.6
203;T001628;A025347;2014JJ00;862.9;226;228;93.6;52.7;1.08;2.49;4.38;32.5;129.9;50.2;62.7;78.9;508.8;32.5;248.8;453.2;128.4;32.5;238.4;483.8;108.2
204;T001628;A025347;2015JJ00;832.9;221.6;231.9;92.2;52.7;1.05;2.47;4.26;35.6;130.9;51;65.1;83.5;466.7;35.6;238.3;443.4;115.6;35.6;240.3;464.7;92.3
205;T001628;A025347;2016JJ00;809.3;222.3;241;95.5;55.5;1.01;2.4;4.07;31.2;135.9;55.7;73.5;100.7;412.4;31.2;247.3;432.4;98.5;31.2;260.2;444.4;73.6
206;T001628;A025347;2017JJ00;788.4;224.5;259.5;99.4;57.3;0.94;2.33;3.99;30;152.1;68.8;94.4;130.5;312.6;30;255.2;420;83.2;30;265;430.3;63
207;T001628;A025347;2018JJ00;773.4;228.7;284.8;103.4;59.5;0.87;2.28;3.91;29.9;183.8;91.4;126.5;133.5;208.4;29.9;263.3;406.7;73.4;29.9;273.1;413.9;56.5
208;T001628;A025347;2019JJ00;764.7;233.7;314;110;63.6;0.79;2.2;3.76;27.8;241.3;123.3;138.3;109.6;124.5;27.8;286.8;384;66.1;27.8;298.4;387.4;51.1
209;T001628;A025347;2020JJ00;758.8;235.8;339.1;112.7;65.5;0.74;2.14;3.63;27;305.3;137.5;126.6;82.8;79.5;27;305.1;361.9;64.9;27;324.5;357.9;49.4
210;T001628;A025350;2006JJ00;874.1;134.8;288.7;;;0.42;;;65.6;593.3;52.8;43;38.6;80.8;;;;;;;;
211;T001628;A025350;2007JJ00;895.5;144.9;307.2;;;0.43;;;65;605;57.5;49;44.3;74.6;;;;;;;;
212;T001628;A025350;2008JJ00;918.3;155.7;320.3;;;0.45;;;65.4;607.9;63.5;55.2;49.4;76.9;;;;;;;;
213;T001628;A025350;2009JJ00;955.8;162;319.2;;;0.48;;;87.5;583.4;70;60.8;54.2;100;;;;;;;;
214;T001628;A025350;2010JJ00;975.1;169.4;299;;;0.55;;;87;534.8;76.5;67.2;59.9;149.6;;;;;;;;
215;T001628;A025350;2011JJ00;991;176.2;301.2;98.3;54.9;0.57;1.66;2.94;83.4;528.3;82;73.3;66.1;157.9;83.4;503;302.3;102.3;83.4;498.7;312.4;96.4
216;T001628;A025350;2012JJ00;1005.4;183.7;287.4;99.4;54.9;0.63;1.74;3.11;75.3;486.6;84.9;78.9;72.3;207.4;75.3;501.4;317.8;111;75.3;488.6;335.2;106.4
217;T001628;A025350;2013JJ00;1017.4;188;258.4;100.6;55.5;0.73;1.78;3.19;72.4;411.8;81.2;79.1;74.7;298.1;72.4;499.9;329.7;115.4;72.4;487.5;349.1;108.3
218;T001628;A025350;2014JJ00;1028.3;188.9;256.7;105.5;59.2;0.75;1.76;3.13;78.3;395.3;82.1;81;78.7;312.7;78.3;506.6;334.6;108.7;78.3;499.3;353.2;97.5
219;T001628;A025350;2015JJ00;1040.1;188.9;262;102.6;58.1;0.74;1.8;3.13;86.7;396.2;84.6;84.7;83.2;304.7;86.7;496.1;346.5;110.7;86.7;499.7;357.3;96.3
220;T001628;A025350;2016JJ00;1048.6;191.6;271.5;106;61;0.74;1.79;3.08;82.1;409.8;90;91.2;92.4;283;82.1;510.7;352.3;103.5;82.1;523.8;357.2;85.4
221;T001628;A025350;2017JJ00;1049.8;194.9;289;111.2;63.4;0.71;1.76;3.06;80.4;433.1;98.9;101.4;103.8;232.1;80.4;526.2;351.1;92.1;80.4;534.2;358.8;76.4
222;T001628;A025350;2018JJ00;1045.9;199.1;312.2;115.2;65.8;0.68;1.75;3.04;79.4;467.8;111.3;113.5;101.8;172.1;79.4;534.3;346.9;85.3;79.4;540.6;355.2;70.8
223;T001628;A025350;2019JJ00;1032.1;203.9;339.6;124.5;72;0.64;1.7;2.94;75;519;123.6;114;85.3;115.1;75;553.1;328.1;75.9;75;562;333.1;61.9
224;T001628;A025350;2020JJ00;1007.4;207.1;363.7;126.8;73.5;0.6;1.68;2.88;71.5;559;126;103.3;67.1;80.7;71.5;549.6;311.4;75;71.5;564.2;312.1;59.7
225;T001628;A025354;2006JJ00;714.2;97.8;302.1;;;0.27;;;113.1;511.6;25.2;18.8;14.8;30.7;;;;;;;;
226;T001628;A025354;2007JJ00;742;103.7;319.9;;;0.27;;;117.5;531.9;27.3;20.8;16.5;28.1;;;;;;;;
227;T001628;A025354;2008JJ00;771;110;332.1;;;0.28;;;122.3;548.5;30.3;23.6;17.9;28.4;;;;;;;;
228;T001628;A025354;2009JJ00;806;112.9;327.8;;;0.3;;;145.6;542.1;34.6;26.8;20.8;36.1;;;;;;;;
229;T001628;A025354;2010JJ00;822.5;116.6;305.5;;;0.33;;;148.7;521.8;41.1;31.6;25.2;54.3;;;;;;;;
230;T001628;A025354;2011JJ00;840.9;121.9;305.3;85.3;49.7;0.35;1.24;2.09;139.6;534.2;45.1;35.3;28;58.8;139.6;443.6;189;68.7;139.6;460.5;185;55.9
231;T001628;A025354;2012JJ00;841.1;127.2;289.9;87.6;50.1;0.39;1.27;2.19;132.3;507.5;50.2;40;32.4;78.7;132.3;445.6;192.8;70.4;132.3;454.3;195.2;59.4
232;T001628;A025354;2013JJ00;845.2;129.7;259.6;90.2;50.8;0.45;1.27;2.22;130.1;459.2;54.4;45.7;37.7;118.1;130.1;451.6;192.7;70.8;130.1;455.7;198.4;60.9
233;T001628;A025354;2014JJ00;855.3;130.5;257.8;96.1;54.8;0.46;1.23;2.15;137.5;449.2;55.9;47.6;39.8;125.2;137.5;459.9;191.2;66.6;137.5;465.9;196.2;55.6
234;T001628;A025354;2015JJ00;868.5;131;263.1;93.5;53.5;0.46;1.24;2.13;149.1;449.5;56.7;48.8;41.1;123.3;149.1;454;195.5;70;149.1;464.4;197.5;57.5
235;T001628;A025354;2016JJ00;884.2;133.7;272.6;97;55.9;0.45;1.23;2.11;148.1;467.2;58.5;50.2;43.5;116.8;148.1;470.9;197.9;67.3;148.1;483.8;198.2;54.1
236;T001628;A025354;2017JJ00;903;135.5;289.4;103.2;58.8;0.44;1.21;2.09;151.7;494.3;61;52.1;45;99;151.7;491.9;197.4;62;151.7;500.3;200.4;50.6
237;T001628;A025354;2018JJ00;918.7;138.1;311.3;104.9;59.8;0.42;1.2;2.09;154.5;526.8;62.9;54.1;42.6;77.7;154.5;506;198.3;59.9;154.5;512.3;202.9;49
238;T001628;A025354;2019JJ00;938.8;140.8;337.2;114;66;0.39;1.16;2.01;156.3;572.8;65.2;52.1;36.1;56.3;156.3;533.7;193.2;55.5;156.3;542.2;195.8;44.4
239;T001628;A025354;2020JJ00;955.1;142;359.6;115.9;67.4;0.38;1.15;1.97;158.9;612;64.9;47.3;29.7;42.4;158.9;548.8;191.5;55.9;158.9;561.9;190.5;43.8
240;T001628;A025358;2006JJ00;388.8;51.7;302.4;;;0.1;;;141.9;230.3;5.1;3.6;2.5;5.4;;;;;;;;
241;T001628;A025358;2007JJ00;405;56.3;320.3;;;0.1;;;144.7;243.1;5.6;3.8;2.7;5.1;;;;;;;;
242;T001628;A025358;2008JJ00;423.5;60.6;334;;;0.11;;;149.2;255.6;6.2;4.4;3;5.1;;;;;;;;
243;T001628;A025358;2009JJ00;458.3;62.8;331;;;0.11;;;170.6;264.7;7.5;5.2;3.6;6.6;;;;;;;;
244;T001628;A025358;2010JJ00;484.5;66.4;310.9;;;0.14;;;177.1;275.3;10.3;7.1;5;9.8;;;;;;;;
245;T001628;A025358;2011JJ00;498.5;71.9;311;53.2;39.9;0.16;0.95;1.21;167.3;295.1;12;8.3;5.6;10.3;167.3;185.5;99.2;46.5;167.3;237.1;73.5;20.6
246;T001628;A025358;2012JJ00;542.3;76.6;296.5;54.9;41.1;0.19;1.03;1.32;174.9;316.4;16.3;11.3;8;15.5;174.9;200.4;112.9;54.2;174.9;258.2;85.5;23.8
247;T001628;A025358;2013JJ00;582.1;79.6;266.1;55.3;40.9;0.22;1.08;1.4;182.8;322.3;21.9;16.1;11.8;27.2;182.8;214.3;124.8;60.2;182.8;276;97;26.4
248;T001628;A025358;2014JJ00;616.4;80.8;264.3;58.9;43.7;0.23;1.07;1.38;195.5;333.8;24.6;18.2;13.4;30.9;195.5;225.5;133.1;62.2;195.5;291.8;102.9;26.1
249;T001628;A025358;2015JJ00;644.1;80.9;269.4;56.5;41.8;0.22;1.05;1.35;214.3;340.1;25.7;19;13.9;31.2;214.3;224.6;138.6;66.7;214.3;292.6;108.8;28.5
250;T001628;A025358;2016JJ00;668.8;82.9;278.1;58.4;43;0.22;1.06;1.38;217.4;360;26.6;19.8;14.6;30.4;217.4;237.2;147;67.2;217.4;308.2;115;28.3
251;T001628;A025358;2017JJ00;691.8;84.2;293.6;63.3;45.4;0.22;1.05;1.38;223.3;380.9;27;19.9;14.4;26.2;223.3;249.4;153.5;65.5;223.3;322.6;118.8;27.1
252;T001628;A025358;2018JJ00;713.9;85.5;313.2;61.9;45;0.21;1.06;1.39;229;404.8;26.8;19;13.1;21.3;229;257.6;160.4;66.9;229;333.4;123.8;27.8
253;T001628;A025358;2019JJ00;731.7;87.6;336.4;67.3;49.2;0.2;1.03;1.36;231.3;431.3;25.4;16.8;10.3;16.6;231.3;273.6;162.8;63.9;231.3;352.3;122.2;25.9
254;T001628;A025358;2020JJ00;744.5;87.9;355.9;68.4;50;0.19;1.01;1.32;234.6;450.5;23.5;14.4;8.3;13.3;234.6;282.4;164.3;63.2;234.6;363.2;121.2;25.5
255;T001628;A042086;2006JJ00;193.9;24.4;304.8;;;0;;;117.8;72.9;1;0.7;0.5;1.1;;;;;;;;
256;T001628;A042086;2007JJ00;204.2;26.6;321.8;;;0;;;122;78.9;1;0.8;0.5;1;;;;;;;;
257;T001628;A042086;2008JJ00;214.9;28.7;334.5;;;0;;;126.4;84.9;1.1;0.8;0.5;1;;;;;;;;
258;T001628;A042086;2009JJ00;239;28.6;329.1;;;0;;;146.4;88.5;1.2;0.9;0.6;1.3;;;;;;;;
259;T001628;A042086;2010JJ00;249.7;30.7;308.6;;;0;;;149.6;94.5;1.7;1.1;0.8;1.9;;;;;;;;
260;T001628;A042086;2011JJ00;253.2;34.8;304.3;43.8;33.9;0;0;0;140.5;106.5;2.1;1.3;0.9;1.9;140.5;72.8;27.5;12.4;140.5;89;18.2;5.5
261;T001628;A042086;2012JJ00;264;37.2;288.9;44.7;34.8;0;0;0;142.1;113.6;2.9;1.7;1.2;2.5;142.1;77;31;13.9;142.1;95.3;20.6;6
262;T001628;A042086;2013JJ00;274.9;39.4;258.8;45.2;34.7;0;0;0;143.8;118.3;4.2;2.7;1.8;4.1;143.8;81.5;34.6;15;143.8;101.4;23.3;6.4
263;T001628;A042086;2014JJ00;288.4;41.4;257.3;46.9;36.2;0;0;0;148.1;125.3;4.9;3.2;2.2;4.7;148.1;86.6;37.8;15.9;148.1;108.4;25.3;6.5
264;T001628;A042086;2015JJ00;301.2;42.8;262.4;46;35.3;0;0;0;156.6;128.8;5.4;3.5;2.3;4.7;156.6;86.5;40.8;17.3;156.6;109.8;27.8;7.1
265;T001628;A042086;2016JJ00;315.4;45.5;271.4;47.1;36.1;0;0;0;158.1;140.6;5.8;3.8;2.5;4.7;158.1;93.3;45.4;18.7;158.1;118.7;31.2;7.4
266;T001628;A042086;2017JJ00;329;48.1;287;49.2;37.2;0.02;0.14;0.18;160.2;152.5;5.7;3.9;2.5;4.2;160.2;99.1;50.1;19.6;160.2;126.8;34.3;7.7
267;T001628;A042086;2018JJ00;343.8;50.7;308.2;49.4;37.7;0.04;0.24;0.29;164.2;164.3;5.7;3.7;2.2;3.6;164.2;103.3;55.2;21.1;164.2;133.8;37.4;8.3
268;T001628;A042086;2019JJ00;364.2;53.6;333.1;52.5;40.5;0.05;0.32;0.39;170.2;180.4;5.4;3.3;1.8;3.1;170.2;111.2;60.3;22.5;170.2;145.6;39.9;8.5
269;T001628;A042086;2020JJ00;384.3;55.8;354.3;53.1;41;0.06;0.38;0.47;176.1;196;5;2.8;1.6;2.8;176.1;118.3;65.6;24.3;176.1;155.9;43.1;9.2
270;T001628;A042087;2006JJ00;38;13;304;;;0;;;29;8.7;0.1;0.1;0.1;0.1;;;;;;;;
271;T001628;A042087;2007JJ00;41.6;13.7;321.1;;;0;;;31.5;9.7;0.1;0.1;0.1;0.1;;;;;;;;
272;T001628;A042087;2008JJ00;45.3;14.8;336.9;;;0;;;34.2;10.7;0.1;0.1;0.1;0.1;;;;;;;;
273;T001628;A042087;2009JJ00;55.5;13.9;330.1;;;0;;;43.4;11.7;0.1;0.1;0.1;0.1;;;;;;;;
274;T001628;A042087;2010JJ00;60.2;15.3;312.1;;;0;;;46.5;13.1;0.2;0.2;0.1;0.2;;;;;;;;
275;T001628;A042087;2011JJ00;60.4;17.1;304.1;41.9;32.1;0;0;0;44.9;14.7;0.2;0.1;0.1;0.2;44.9;10.8;3.1;1.6;44.9;12.6;2;0.8
276;T001628;A042087;2012JJ00;64.4;18.1;288.7;42.9;33;0;0;0;47.4;16.1;0.3;0.2;0.1;0.3;47.4;11.6;3.5;1.8;47.4;13.7;2.3;1
277;T001628;A042087;2013JJ00;68.6;18.9;258.2;43.3;32.8;0;0;0;49.9;17.3;0.4;0.3;0.2;0.5;49.9;12.6;4;2;49.9;15;2.7;1
278;T001628;A042087;2014JJ00;73.3;19.6;255.7;44.2;33.7;0;0;0;53;18.7;0.4;0.3;0.2;0.6;53;13.7;4.5;2.1;53;16.5;2.9;0.9
279;T001628;A042087;2015JJ00;78;20.1;260.7;43.6;33.2;0;0;0;56.6;19.7;0.5;0.3;0.2;0.5;56.6;14.1;4.9;2.3;56.6;17.2;3.1;1
280;T001628;A042087;2016JJ00;83.7;21.7;269.4;43.7;33.3;0;0;0;59.4;22.6;0.6;0.4;0.2;0.5;59.4;16.1;5.7;2.6;59.4;19.5;3.7;1.2
281;T001628;A042087;2017JJ00;88.9;23.4;285.5;44.4;33.4;0;0;0;61.6;25.7;0.6;0.3;0.2;0.5;61.6;17.8;6.6;2.9;61.6;21.7;4.2;1.3
282;T001628;A042087;2018JJ00;94.1;24.7;306.3;44.5;33.7;0;0;0;64;28.8;0.5;0.3;0.2;0.3;64;19.5;7.6;3.2;64;24;4.9;1.3
283;T001628;A042087;2019JJ00;100.2;26.8;331;46;35.5;0;0;0;66.5;32.4;0.5;0.3;0.2;0.3;66.5;21.7;8.5;3.5;66.5;26.9;5.4;1.4
284;T001628;A042087;2020JJ00;105.2;28.6;350.8;46.6;36;0;0;0;68.3;35.8;0.5;0.2;0.1;0.3;68.3;23.5;9.6;3.8;68.3;29.3;6;1.6
285;T001628;1013400;2006JJ00;2487.3;147.3;256.5;;;0.6;;;138.2;1305.9;182.6;185.2;215.6;459.7;;;;;;;;
286;T001628;1013400;2007JJ00;2513.7;157;271.3;;;0.61;;;130.4;1298.2;196;216.7;257.8;414.6;;;;;;;;
287;T001628;1013400;2008JJ00;2551.3;165.2;280.9;;;0.63;;;131;1279.7;207.4;234.4;279.5;419.3;;;;;;;;
288;T001628;1013400;2009JJ00;2608.4;170.1;277.9;;;0.67;;;173.7;1192.4;203.3;224;261.1;553.8;;;;;;;;
289;T001628;1013400;2010JJ00;2617.7;173.8;259.9;;;0.74;;;176.4;1054.1;188.9;200.9;223.7;773.8;;;;;;;;
290;T001628;1013400;2011JJ00;2560.3;177.3;261.6;89.7;48.5;0.76;2.09;3.8;175.4;995.7;190.5;206.3;230.7;761.7;175.4;1040.7;1089.4;254.7;175.4;989;1133.1;262.7
291;T001628;1013400;2012JJ00;2554.6;182.5;249.6;91.8;48.9;0.83;2.11;3.9;147.7;901.7;180.3;194.8;216.7;913.6;147.7;1047.2;1113.6;246.2;147.7;968.2;1175.4;263.4
292;T001628;1013400;2013JJ00;2542.3;183.5;224.6;94.1;50.2;0.93;2.09;3.85;140.6;758.6;156.4;166.5;181.6;1138.5;140.6;1059.3;1118.8;223.5;140.6;983.4;1188.7;229.6
293;T001628;1013400;2014JJ00;2521.6;180.4;223.1;96.2;51.7;0.92;2.03;3.7;156.6;735.1;156.4;168.2;187.8;1117.5;156.6;1079.5;1096.6;188.9;156.6;1014.5;1166.5;184.1
294;T001628;1013400;2015JJ00;2532.7;177.2;228.7;96.1;53.1;0.89;2;3.56;179.9;760.1;165.9;182.7;209.4;1034.6;179.9;1085.1;1093.7;173.9;179.9;1057.5;1137.8;157.5
295;T001628;1013400;2016JJ00;2543.2;177.7;238.2;98.3;55.1;0.85;1.96;3.43;172.1;806.9;182.2;208.9;265.4;907.8;172.1;1135.5;1080.7;155;172.1;1137;1102.1;132.1
296;T001628;1013400;2017JJ00;2561.8;178.6;254.8;101.4;56.3;0.8;1.91;3.36;175.2;884;216.9;263;348.8;673.8;175.2;1191.4;1060.3;134.8;175.2;1179.5;1086.7;120.3
297;T001628;1013400;2018JJ00;2589;181.1;276.9;104.8;58;0.74;1.86;3.29;182.1;1001.4;272.6;341.8;335.3;455.7;182.1;1247.7;1035.4;123.7;182.1;1230.1;1063.8;113
298;T001628;1013400;2019JJ00;2600.9;183.9;302.6;109.7;60.8;0.68;1.79;3.17;180.6;1179.5;339.4;354;260.7;286.8;180.6;1331.9;975.4;113.1;180.6;1318.8;997.2;104.4
299;T001628;1013400;2020JJ00;2608;186.6;325.5;113.9;63.7;0.63;1.74;3.04;183.8;1343.1;358.8;314;205.7;202.6;183.8;1387.1;929.8;107.3;183.8;1397.9;928.9;97.4
